name,longitude,latitude
Copernicus Wrocław Airport,16.885799408,51.1026992798
Zielona Góra-Babimost Airport,15.7986001968,52.1385002136
Ronneby Airport,15.2650003433228,56.2667007446289
Gothenburg-Landvetter Airport,12.2798004150391,57.6627998352051
Jönköping Airport,14.068699836731,57.7575988769531
Gothenburg City Airport,11.870400428772,57.7747001647949
Trollhättan-Vänersborg Airport,12.3450002670288,58.3180999755859
Mora Airport,14.5114002227783,60.9579010009766
Stockholm Skavsta Airport,16.9122009277344,58.7886009216309
Kristianstad Airport,14.0854997634888,55.9216995239258
Oskarshamn Airport,16.4979991912842,57.3504981994629
Kalmar Airport,16.2875995635986,56.6855010986328
Malmö Sturup Airport,13.3761978149,55.536305364
Halmstad Airport,12.8201999664307,56.6911010742188
Växjö Kronoberg Airport,14.7279996871948,56.9291000366211
Sveg Airport,14.4229001998901,62.0477981567383
Gällivare Airport,20.8145999908447,67.1324005126953
Kramfors Sollefteå Airport,17.7688999176025,63.0485992431641
Lycksele Airport,18.7161998748779,64.5483016967773
Sundsvall-Härnösand Airport,17.4438991546631,62.5280990600586
Örnsköldsvik Airport,18.9899997711182,63.4082984924316
Kiruna Airport,20.336799621582,67.8219985961914
Skellefteå Airport,21.0769004821777,64.6248016357422
Umeå Airport,20.2828006744385,63.7918014526367
Vilhelmina Airport,16.8335990905762,64.5791015625
Arvidsjaur Airport,19.2819004058838,65.5903015136719
Östersund Airport,14.5003004074097,63.1944007873535
Örebro Airport,15.0380001068115,59.2237014770508
Hagfors Airport,13.5789003372192,60.0200996398926
Karlstad Airport,13.3374004364,59.4446983337
Stockholm Västerås Airport,16.6336002349854,59.5894012451172
Luleå Airport,22.1219997406006,65.5438003540039
Stockholm-Arlanda Airport,17.9186000823975,59.6519012451172
Stockholm-Bromma Airport,17.9416999816895,59.3544006347656
Borlange Airport,15.5151996612549,60.4220008850098
Hultsfred Airport,15.8233003616333,57.5257987976074
Linköping City Airport,15.6805000305,58.4062004089
Norrköping Airport,16.2506008148193,58.5862998962402
Torsby Airport,12.9912996292,60.1576004028
Visby Airport,18.3462009429932,57.6627998352051
Ängelholm-Helsingborg Airport,12.8471002578735,56.2961006164551
Storuman Airport,17.6965999603271,64.9608993530273
Hemavan Airport,15.082799911499,65.8060989379883
Rostock-Laage Airport,12.2783002853,53.9182014465
Liepāja International Airport,21.0969009399414,56.5175018310547
Riga International Airport,23.9710998535156,56.9235992431641
Ventspils International Airport,21.5442008972,57.35779953
Kaunas International Airport,24.0848007202148,54.9639015197754
Palanga International Airport,21.093900680542,55.973201751709
Vilnius International Airport,25.2858009338379,54.6341018676758
Bram Fischer International Airport,26.302400589,-29.0926990509
Cape Town International Airport,18.6016998291,-33.9648017883
Durban International Airport,30.9505004883,-29.9701004028
Ben Schoeman Airport,27.8258991241,-33.0355987549
George Airport,22.378900528,-34.0055999756
Rand Airport,28.1511993408,-26.2425003052
OR Tambo International Airport,28.2460002899,-26.1392002106
Kimberley Airport,24.7651996613,-28.8027992249
Kruger Mpumalanga International Airport,31.1056003571,-25.3831996918
Lanseria Airport,27.9260997772,-25.9384994507
King Shaka International Airport,31.1197222222,-29.6144444444
Malamala Airport,31.5445995330811,-24.8180999755859
Margate Airport,30.343000412,-30.8574008942
Mmabatho International Airport,25.5480003357,-25.7984008789
Port Elizabeth Airport,25.6173000336,-33.9849014282
Hendrik Van Eck Airport,31.1553993225,-23.9372005463
Pietersburg Municipal Airport,29.4843997955,-23.9260997772
Pietermaritzburg Airport,30.3987007141,-29.6490001678
Polokwane International Airport,29.4585990906,-23.8453006744
Richards Bay Airport,32.0920982361,-28.7409992218
Pierre Van Ryneveld Airport,21.2602005005,-28.39909935
K. D. Matanzima Airport,28.6733551025,-31.5463631849
Francistown Airport,27.4745006561279,-21.1595993041992
Jwaneng Airport,24.6909999847412,-24.6023006439209
Kasane Airport,25.1623992919922,-17.8328990936279
Maun Airport,23.4311008453369,-19.9726009368896
Sir Seretse Khama International Airport,25.9181995391846,-24.5552005767822
Selebi Phikwe Airport,27.828800201416,-22.0583000183105
Maya-Maya Airport,15.2530002593994,-4.25169992446899
Ngot Nzoungou Airport,12.6599,-4.20635
Pointe Noire Airport,11.8865995407104,-4.81603002548218
Matsapha Airport,31.3075008392334,-26.5289993286133
Bangui M'Poko International Airport,18.5188007354736,4.39847993850708
Bata Airport,9.80568027496338,1.90547001361847
Malabo Airport,8.70872020721436,3.75527000427246
Sir Seewoosagur Ramgoolam International Airport,57.6836013793945,-20.4302005767822
Sir Charles Gaetan Duval Airport,63.3610000610352,-19.7576999664307
Douala International Airport,9.71947956085,4.0060801506
Salak Airport,14.257399559021,10.4513998031616
N'Gaoundéré Airport,13.5592002868652,7.35700988769531
Garoua International Airport,13.3701000213623,9.33588981628418
Yaoundé Airport,11.5235004425049,3.83604001998901
Yaoundé Nsimalen International Airport,11.5532999038696,3.72255992889404
Livingstone Airport,25.8227005004883,-17.8218002319336
Lusaka International Airport,28.4526004791,-15.3308000565
Mfuwe Airport,31.9365997314453,-13.2588996887207
Ndola Airport,28.6648998260498,-12.9981002807617
Prince Said Ibrahim International Airport,43.271900177002,-11.5336999893188
Mohéli Bandar Es Eslam Airport,43.7663993835449,-12.2981004714966
Ouani Airport,44.4303016662598,-12.1316995620728
Dzaoudzi Pamandzi International Airport,45.2811012268066,-12.8046998977661
Roland Garros Airport,55.5102996826172,-20.8871002197266
Pierrefonds Airport,55.4249992370605,-21.3208999633789
Ivato Airport,47.4788017273,-18.7968997955
Miandrivazo Airport,45.4508018493652,-19.5627994537354
Sainte Marie Airport,49.8157997131348,-17.093900680542
Toamasina Airport,49.3925018310547,-18.1095008850098
Morondava Airport,44.3176002502441,-20.2847003936768
Arrachart Airport,49.2916984558105,-12.3493995666504
Mananara Nord Airport,49.7737998962402,-16.1639003753662
Antsirabato Airport,50.3202018737793,-14.999400138855
Analalava Airport,47.763801574707,-14.6296997070312
Amborovy Airport,46.3512325287,-15.6668417421
Fascene Airport,48.3148002625,-13.3121004105
Besalampy Airport,44.4824838638,-16.7445302965
Maroantsetra Airport,49.6883010864258,-15.4366998672485
Sambava Airport,50.1747016906738,-14.2785997390747
Vohimarina Airport,50.002799987793,-13.3758001327515
Ambalabe Airport,47.9939002990723,-14.8987998962402
Tôlanaro Airport,46.9561004638672,-25.0380992889404
Fianarantsoa Airport,47.1116981506348,-21.4416007995605
Manakara Airport,48.0217018127441,-22.1196994781494
Mananjary Airport,48.3582992553711,-21.2017993927002
Morombe Airport,43.3754997253418,-21.7539005279541
Toliara Airport,43.7285003662109,-23.3833999633789
Mbanza Congo Airport,14.2469997406006,-6.26989984512329
Cabinda Airport,12.1884002685547,-5.59699010848999
Catumbela Airport,13.4869003295898,-12.4792003631592
Dundo Airport,20.8185005187988,-7.40088987350464
Ngjiva Pereira Airport,15.6837997436523,-17.0435009002686
Nova Lisboa Airport,15.7604999542236,-12.8088998794556
Quatro De Fevereiro Airport,13.2312002182007,-8.85836982727051
Malanje Airport,16.3124008178711,-9.52509021759033
Menongue Airport,17.7198009490967,-14.657600402832
Namibe Airport,12.1468000411987,-15.2611999511719
Negage Airport,15.2876996994019,-7.75450992584229
Soyo Airport,12.3718004226685,-6.14108991622925
Lubango Airport,13.5749998092651,-14.9246997833252
Koulamoutou Airport,12.4413003921509,-1.18461000919342
Mouilla Ville Airport,11.0566997528076,-1.84513998031616
Oyem Airport,11.5813999176025,1.54311001300812
Port Gentil Airport,8.75438022613525,-0.711739003658295
Makokou Airport,12.8908996582031,0.579210996627808
Libreville Leon M'ba International Airport,9.4122800827,0.458600014448
M'Vengue El Hadj Omar Bongo Ondimba International Airport,13.4379997253418,-1.65615999698639
Principe Airport,7.41173982620239,1.66294002532959
São Tomé International Airport,6.71215009689331,0.378174990415573
Beira Airport,34.907600402832,-19.7964000701904
Chimoio Airport,33.4290008544922,-19.1513004302979
Inhambane Airport,35.4085006713867,-23.8763999938965
Lichinga Airport,35.266300201416,-13.2740001678467
Maputo Airport,32.5726013183594,-25.9207992553711
Nampula Airport,39.2817993164062,-15.1056003570557
Pemba Airport,40.5240135192871,-12.9917621612549
Quelimane Airport,36.8690986633301,-17.8554992675781
Chingozi Airport,33.6402015686035,-16.1047992706299
Vilankulo Airport,35.3133010864258,-22.0184001922607
Seychelles International Airport,55.521800994873,-4.67433977127075
Praslin Airport,55.6913986206055,-4.31929016113281
Abeche Airport,20.8442993164062,13.8470001220703
Moundou Airport,16.0713996887207,8.62440967559814
N'Djamena International Airport,15.0340003967285,12.1337003707886
Joshua Mqabuko Nkomo International Airport,28.6179008483887,-20.0174007415771
Victoria Falls International Airport,25.8390007019043,-18.0958995819092
Harare International Airport,31.0928001403809,-17.9318008422852
Chileka International Airport,34.9739990234375,-15.6791000366211
Lilongwe International Airport,33.78099823,-13.7894001007
Mzuzu Airport,34.0117988586426,-11.4447002410889
Moshoeshoe I International Airport,27.5524997711182,-29.4622993469238
Luderitz Airport,15.2428998947144,-26.6874008178711
Ondangwa Airport,15.9525995254517,-17.8782005310059
Oranjemund Airport,16.4466991424561,-28.5846996307373
Eros Airport,17.0804004669189,-22.6121997833252
Hosea Kutako International Airport,17.4708995819092,-22.4799003601074
Ndjili International Airport,15.4446001053,-4.38574981689
Bandundu Airport,17.3817005157471,-3.31132006645203
Kikwit Airport,18.7856006622314,-5.03576993942261
Mbandaka Airport,18.2887001038,0.0226000007242
Gbadolite Airport,20.9752998352051,4.25321006774902
Gemena Airport,19.7712993622,3.23536992073
Bangoka International Airport,25.3379993439,0.481638997793
Matari Airport,27.5883007049561,2.82761001586914
Bunia Airport,30.2208003997803,1.56571996212006
Goma International Airport,29.2385005950928,-1.67080998420715
Kindu Airport,25.9153995514,-2.91917991638
Lubumbashi International Airport,27.5308990479,-11.5913000107
Kolwezi Airport,25.5056991577148,-10.7658996582031
Kalemie Airport,29.25,-5.87555980682373
Kananga Airport,22.4692001343,-5.90005016327
Mbuji Mayi Airport,23.5690002441,-6.12124013901
Senou Airport,-7.94994020462036,12.5334997177124
Gao Airport,-0.00545600010082126,16.2483997344971
Kayes Dag Dag Airport,-11.4043998718262,14.4812002182007
Ambodedjo Airport,-4.07955980300903,14.5128002166748
Timbuktu Airport,-3.00758004188538,16.7304992675781
Outer Skerries Airport,-0.75,60.4169998168945
Banjul International Airport,-16.6522006988525,13.3380002975464
Fuerteventura Airport,-13.8638000488281,28.4526996612549
Hierro Airport,-17.8871002197266,27.8148002624512
La Palma Airport,-17.7555999755859,28.6264991760254
Gran Canaria Airport,-15.3865995407104,27.9319000244141
Lanzarote Airport,-13.6051998138428,28.945499420166
Tenerife South Airport,-16.5725002289,28.044500351
Tenerife Norte Airport,-16.3414993286,28.4827003479
Melilla Airport,-2.9562599659,35.279800415
Sherbro International Airport,-12.5188999176025,7.53242015838623
Bo Airport,-11.7609996795654,7.9443998336792
Kenema Airport,-11.1766004562378,7.89129018783569
Lungi International Airport,-13.1955003738403,8.61643981933594
Yengema Airport,-11.0453996658325,8.61046981811523
Osvaldo Vieira International Airport,-15.6536998748779,11.8948001861572
Spriggs Payne Airport,-10.7587003707886,6.28906011581421
Roberts International Airport,-10.3622999191284,6.23378992080688
Al Massira Airport,-9.41306972503662,30.3250007629395
Tan Tan Airport,-11.1612997055054,28.4482002258301
Saïss Airport,-4.97796010971,33.9272994995
Moulay Ali Cherif Airport,-4.39833021164,31.9475002289
Angads Airport,-1.92399001121521,34.7872009277344
Smara Airport,-11.6847000122,26.7318000793
Rabat-Salé Airport,-6.75152015686035,34.0514984130859
Dakhla Airport,-15.9320001602173,23.7182998657227
Hassan I Airport,-13.2192001342773,27.1516990661621
Mohammed V International Airport,-7.58997011184692,33.3675003051758
Nador International Airport,-3.0282099247,34.9888000488
Menara Airport,-8.03629970551,31.6068992615
Ouarzazate Airport,-6.90943002701,30.9391002655
Cherif Al Idrissi Airport,-3.83951997756958,35.1771011352539
Ziguinchor Airport,-16.2817993164062,12.5556001663208
Cap Skirring Airport,-16.7460994720459,12.4102001190186
Léopold Sédar Senghor International Airport,-17.4902000427246,14.7397003173828
Ouro Sogui Airport,-13.3227996826172,15.5936002731323
Saint Louis Airport,-16.4631996154785,16.0508003234863
Tambacounda Airport,-13.6531000137329,13.7368001937866
Nouakchott International Airport,-15.9484996795654,18.0981998443604
Nouadhibou International Airport,-17.0300006866455,20.9330997467041
Conakry Airport,-13.612,9.57689
Amílcar Cabral International Airport,-22.9493999481201,16.7413997650146
Rabil Airport,-22.8889007568359,16.1364994049072
Maio Airport,-23.2136993408203,15.1559000015259
Praia International Airport,-23.4934997558594,14.9245004653931
Preguiça Airport,-24.2847003936768,16.588399887085
Bole International Airport,38.7993011475,8.97789001465
Arba Minch Airport,37.5904998779297,6.03939008712769
Axum Airport,38.7728004455566,14.1468000411987
Bahir Dar Airport,37.3216018676758,11.608099937439
Aba Tenna Dejazmach Yilma International Airport,41.8541984558105,9.62469959259033
Gambella Airport,34.5630989074707,8.12876033782959
Gonder Airport,37.4339981079102,12.5199003219604
Gode Airport,43.5786018372,5.93513011932
Harar Meda Airport,39.0059,8.7163
Jimma Airport,36.8166007995605,7.66609001159668
Asosa Airport,34.5862998962402,10.018500328064
Bujumbura International Airport,29.3185005187988,-3.32401990890503
Egal International Airport,44.0887985229492,9.51817035675049
Berbera Airport,44.9411010742188,10.3892002105713
Aden Adde International Airport,45.3046989440918,2.01444005966187
Djibouti-Ambouli Airport,43.1595001220703,11.5473003387451
El Arish International Airport,33.8358001709,31.073299408
Assiut International Airport,31.0119991302,27.0464992523
El Nouzha Airport,29.9489002227783,31.1839008331299
Borg El Arab International Airport,29.6963996887207,30.9176998138428
Abu Simbel Airport,31.611700058,22.3759994507
Cairo International Airport,31.4055995941162,30.1219005584717
Hurghada International Airport,33.7994003295898,27.1783008575439
Luxor International Airport,32.7066001892,25.670999527
Marsa Alam International Airport,34.5836982727,25.557100296
Sohag International Airport,31.7427777778,26.3427777778
Sharm El Sheikh International Airport,34.3950004578,27.9773006439
Aswan International Airport,32.8199996948,23.9643993378
Asmara International Airport,38.910701751709,15.2918996810913
Massawa International Airport,39.3700981140137,15.6700000762939
Assab International Airport,42.6450004577637,13.0718002319336
Amboseli Airport,37.253101348877,-2.64505004882812
Eldoret International Airport,35.238899230957,0.404457986354828
Jomo Kenyatta International Airport,36.9277992249,-1.31923997402
Kisumu Airport,34.7289009094238,-0.0861390009522438
Lokichoggio Airport,34.348201751709,4.20412015914917
Manda Airstrip,40.9131011962891,-2.25241994857788
Malindi Airport,40.1016998291016,-3.22931003570557
Mombasa Moi International Airport,39.5942001342773,-4.03483009338379
Mara Serena Lodge Airstrip,35.008056640625,-1.40611100196838
Nairobi Wilson Airport,36.8148002624512,-1.32172000408173
Nanyuki Airport,37.0410079956055,-0.06239889934659
Wajir Airport,40.0915985107422,1.73324000835419
Gardabya Airport,16.5949993134,31.0634994507
Ghat Airport,10.1426000595,25.1455993652
Kufra Airport,23.3139991760254,24.1786994934082
Benina International Airport,20.2695007324,32.0968017578
Mitiga Airport,13.2760000228882,32.894100189209
La Abraq Airport,21.9643001556396,32.7887001037598
Sabha Airport,14.4724998474121,26.9869995117188
Tripoli International Airport,13.1590003967,32.6635017395
Ghadames East Airport,9.71531009674072,30.1516990661621
Kigali International Airport,30.1394996643,-1.96862995625
Kamembe Airport,28.9078998565674,-2.46223998069763
Dongola Airport,30.4300994873,19.1539001465
El Fasher Airport,25.3246002197266,13.6148996353149
Kassala Airport,36.328800201416,15.3874998092651
El Obeid Airport,30.2327003479004,13.1532001495361
Port Sudan New International Airport,37.2341003417969,19.4335994720459
Juba Airport,31.6011009216,4.87201023102
Malakal Airport,31.6522006988525,9.55897045135498
Khartoum International Airport,32.5531997680664,15.5895004272461
Wau Airport,27.9750003815,7.72583007812
Arusha Airport,36.63330078125,-3.36778998374939
Julius Nyerere International Airport,39.2025985718,-6.87810993195
Kilimanjaro International Airport,37.0745010376,-3.42940998077
Mtwara Airport,40.1818008422852,-10.3390998840332
Mwanza Airport,32.9327011108398,-2.4444899559021
Tanga Airport,39.0712013244629,-5.09236001968384
Abeid Amani Karume International Airport,39.224899292,-6.22202014923
Arua Airport,30.9169998168945,3.04999995231628
Entebbe International Airport,32.4435005187988,0.0423859991133213
Gulu Airport,32.271800994873,2.80556011199951
Soroti Airport,33.6227989196777,1.72768998146057
Indigo Bay Lodge Airport,35.4528007507324,-21.7080001831055
Sungai Siring International Airport,117.255556,-0.373611
Zugapa Airport,137.031997681,-3.73955988884
Jalibah Southeast Air Base,46.6027793884277,30.5465183258057
Qianjiang Wulingshan Airport,108.831111111,29.5133333333
Lehigh Valley International Airport,-75.440803527832,40.652099609375
Abilene Regional Airport,-99.6819000244,32.4113006592
Albuquerque International Sunport Airport,-106.609001159668,35.0401992797852
Aberdeen Regional Airport,-98.4217987060547,45.4491004943848
Southwest Georgia Regional Airport,-84.1945037841797,31.5354995727539
Nantucket Memorial Airport,-70.06020355,41.25310135
Waco Regional Airport,-97.2304992675781,31.6112995147705
Arcata Airport,-124.109001159668,40.978099822998
Atlantic City International Airport,-74.5772018432617,39.4575996398926
Alexandria International Airport,-92.5497970581055,31.3274002075195
Augusta Regional At Bush Field,-81.9645004272461,33.3698997497559
Athens Ben Epps Airport,-83.326301574707,33.948600769043
Albany International Airport,-73.8016967773438,42.7482986450195
Alamogordo White Sands Regional Airport,-105.990997314453,32.839900970459
Waterloo Regional Airport,-92.4002990722656,42.5570983886719
Walla Walla Regional Airport,-118.288002,46.09489822
Rick Husband Amarillo International Airport,-101.706001281738,35.2193984985352
Altoona Blair County Airport,-78.31999969,40.29639816
Alpena County Regional Airport,-83.56030273,45.0780983
Watertown International Airport,-76.0216979980469,43.9919013977051
Aspen-Pitkin Co/Sardy Field,-106.8690033,39.22320175
Hartsfield Jackson Atlanta International Airport,-84.4281005859375,33.6366996765137
Watertown Regional Airport,-97.15470123,44.91400146
Augusta State Airport,-69.7973022461,44.3205986023
Austin Bergstrom International Airport,-97.6698989868164,30.1944999694824
Asheville Regional Airport,-82.5418014526367,35.4361991882324
Wilkes Barre Scranton International Airport,-75.7233963013,41.3385009766
Kalamazoo Battle Creek International Airport,-85.5521011352539,42.2349014282227
Bradley International Airport,-72.6831970215,41.9388999939
Igor I Sikorsky Memorial Airport,-73.1261978149414,41.163501739502
Bradford Regional Airport,-78.6400985717773,41.8031005859375
Western Neb. Rgnl/William B. Heilig Airport,-103.5960007,41.87400055
Boeing Field King County International Airport,-122.302001953125,47.5299987792969
Greater Binghamton/Edwin A Link field,-75.97979736,42.20869827
Bangor International Airport,-68.8281021118164,44.8073997497559
Hancock County-Bar Harbor Airport,-68.3615036,44.45000076
Birmingham-Shuttlesworth International Airport,-86.75350189,33.56290054
Billings Logan International Airport,-108.542999267578,45.8077011108398
Bismarck Municipal Airport,-100.746002197266,46.7727012634277
Raleigh County Memorial Airport,-81.1241989136,37.7873001099
Mercer County Airport,-81.2077026367188,37.2957992553711
Bellingham International Airport,-122.53800201416,48.7928009033203
Central Illinois Regional Airport at Bloomington-Normal,-88.91590118,40.47710037
Nashville International Airport,-86.6781997680664,36.1245002746582
Boise Air Terminal/Gowen field,-116.2229996,43.56439972
General Edward Lawrence Logan International Airport,-71.00520325,42.36429977
Southeast Texas Regional Airport,-94.0206985473633,29.9507999420166
Brunswick Golden Isles Airport,-81.4664993286133,31.2588005065918
Brainerd Lakes Regional Airport,-94.13809967,46.39830017
Southeast Iowa Regional Airport,-91.1255035400391,40.7831993103027
Brownsville South Padre Island International Airport,-97.4259033203125,25.9067993164062
Bert Mooney Airport,-112.497001647949,45.9547996520996
"Baton Rouge Metropolitan, Ryan Field",-91.14959717,30.53319931
Burlington International Airport,-73.1532974243,44.4719009399
Buffalo Niagara International Airport,-78.73220062,42.94049835
Bob Hope Airport,-118.359001159668,34.2006988525391
Baltimore/Washington International Thurgood Marshall Airport,-76.66829681,39.17539978
Gallatin Field,-111.1529999,45.77750015
Columbia Metropolitan Airport,-81.119499206543,33.9388008117676
Akron Canton Regional Airport,-81.4421997070312,40.9160995483398
Cedar City Regional Airport,-113.098999023438,37.701000213623
Jack Mc Namara Field Airport,-124.2369995,41.78020096
Cape Girardeau Regional Airport,-89.57080078125,37.2252998352051
Lovell Field,-85.2037963867188,35.0353012084961
Charlottesville Albemarle Airport,-78.4529037475586,38.138599395752
Charleston Air Force Base-International Airport,-80.04049683,32.89860153
The Eastern Iowa Airport,-91.7108001708984,41.8847007751465
Chippewa County International Airport,-84.4723968505859,46.2508010864258
North Central West Virginia Airport,-80.2281036377,39.2966003418
Cleveland Hopkins International Airport,-81.8498001099,41.4117012024
Easterwood Field,-96.36380005,30.58860016
William R Fairchild International Airport,-123.5,48.1202011108398
Charlotte Douglas International Airport,-80.9430999755859,35.2140007019043
Port Columbus International Airport,-82.8918991088867,39.9980010986328
University of Illinois Willard Airport,-88.27809906,40.03919983
Houghton County Memorial Airport,-88.4890975952148,47.168399810791
Cavern City Air Terminal,-104.263000488281,32.3375015258789
City of Colorado Springs Municipal Airport,-104.700996398926,38.8058013916016
Columbia Regional Airport,-92.219596862793,38.8180999755859
Casper-Natrona County International Airport,-106.4639969,42.90800095
Corpus Christi International Airport,-97.5011978149414,27.7703990936279
Yeager Airport,-81.5932006835938,38.3731002807617
Columbus Metropolitan Airport,-84.9389038085938,32.516300201416
Cincinnati Northern Kentucky International Airport,-84.6678009033,39.0488014221
Cheyenne Regional Jerry Olson Field,-104.8119965,41.15570068
Daytona Beach International Airport,-81.0580978393555,29.1798992156982
Dallas Love Field,-96.8517990112305,32.8470993041992
James M Cox Dayton International Airport,-84.2193984985352,39.902400970459
Dubuque Regional Airport,-90.70950317,42.40200043
Ronald Reagan Washington National Airport,-77.0376968383789,38.8521003723145
Dodge City Regional Airport,-99.9655990600586,37.7634010314941
Decatur Airport,-88.8656997680664,39.8345985412598
Denver International Airport,-104.672996520996,39.8616981506348
Dallas Fort Worth International Airport,-97.0380020141602,32.896800994873
Dothan Regional Airport,-85.4496002197266,31.3213005065918
Duluth International Airport,-92.193603515625,46.842098236084
Des Moines International Airport,-93.6631011962891,41.5340003967285
Detroit Metropolitan Wayne County Airport,-83.353401184082,42.2123985290527
DuBois Regional Airport,-78.8986969,41.17829895
Chippewa Valley Regional Airport,-91.4842987060547,44.8657989501953
Eagle County Regional Airport,-106.9179993,39.64260101
Elko Regional Airport,-115.791999816895,40.8249015808105
South Arkansas Regional At Goodwin Field,-92.8133010864258,33.2210006713867
Elmira Corning Regional Airport,-76.8916015625,42.1599006652832
El Paso International Airport,-106.3779984,31.80719948
Erie International Tom Ridge Field,-80.1738667488,42.0831270134
Mahlon Sweet Field,-123.21199798584,44.1245994567871
Evansville Regional Airport,-87.5324020386,38.0369987488
New Bedford Regional Airport,-70.956901550293,41.6761016845703
Coastal Carolina Regional Airport,-77.0429000854,35.0730018616
Newark Liberty International Airport,-74.168701171875,40.6925010681152
Key West International Airport,-81.7595977783203,24.5561008453369
Hector International Airport,-96.815803527832,46.9207000732422
Fresno Yosemite International Airport,-119.718002319336,36.7761993408203
Fayetteville Regional Grannis Field,-78.8803024291992,34.9911994934082
Sierra Vista Municipal Libby Army Air Field,-110.34400177002,31.5884990692139
Flagstaff Pulliam Airport,-111.6709976,35.13850021
Fort Lauderdale Hollywood International Airport,-80.152702331543,26.0725994110107
Florence Regional Airport,-79.7238998413086,34.1853981018066
Bishop International Airport,-83.7435989379883,42.9654006958008
Fort Dodge Regional Airport,-94.19259644,42.55149841
Joe Foss Field Airport,-96.741897583,43.5820007324
Fort Smith Regional Airport,-94.3674011230469,35.3366012573242
Fort Wayne International Airport,-85.19509888,40.97850037
Jalal-Abad Airport,72.9777984619,40.9444007874
Gillette Campbell County Airport,-105.539001465,44.3488998413
Garden City Regional Airport,-100.723999023,37.9275016785
Grand Canyon National Park Airport,-112.147003173828,35.9524002075195
Spokane International Airport,-117.533996582031,47.6198997497559
Grand Forks International Airport,-97.1761016845703,47.9492988586426
East Texas Regional Airport,-94.7115020751953,32.3839988708496
Wokal Field Glasgow International Airport,-106.61499786377,48.2125015258789
Grand Junction Regional Airport,-108.527000427,39.1223983765
Mid Delta Regional Airport,-90.9856033325195,33.4828987121582
Gainesville Regional Airport,-82.2717971802,29.6900997162
Glacier Park International Airport,-114.255996704102,48.3105010986328
Gulfport Biloxi International Airport,-89.0700988769531,30.4073009490967
Austin Straubel International Airport,-88.1296005249023,44.4850997924805
Central Nebraska Regional Airport,-98.3096008300781,40.9674987792969
Robert Gray  Army Air Field Airport,-97.8289031982,31.067199707
Gerald R. Ford International Airport,-85.52279663,42.88079834
Piedmont Triad International Airport,-79.9373016357422,36.0978012084961
Greenville Spartanburg International Airport,-82.2189025879,34.8956985474
Great Falls International Airport,-111.3710022,47.48199844
Golden Triangle Regional Airport,-88.5914001465,33.4502983093
Chisholm Hibbing Airport,-92.83899689,47.38660049
Helena Regional Airport,-111.983001708984,46.6068000793457
Huron Regional Airport,-98.2285003662109,44.3852005004883
Memorial Field,-93.0961990356445,34.4780006408691
William P Hobby Airport,-95.27890015,29.64539909
Westchester County Airport,-73.7076034545898,41.0670013427734
Valley International Airport,-97.6544036865234,26.2285003662109
Boone County Airport,-93.1547012329102,36.2615013122559
Huntsville International Carl T Jones Field,-86.7751007080078,34.6371994018555
Tri-State/Milton J. Ferguson Field,-82.55799866,38.36669922
Tweed New Haven Airport,-72.88680267,41.26369858
Barnstable Municipal Boardman Polando Field,-70.28040314,41.66930008
Washington Dulles International Airport,-77.45580292,38.94449997
George Bush Intercontinental Houston Airport,-95.3414001464844,29.9843997955322
Wichita Mid Continent Airport,-97.4330978393555,37.6498985290527
Idaho Falls Regional Airport,-112.070999145508,43.5145988464355
New Castle Airport,-75.60649872,39.67869949
Wilmington International Airport,-77.9026031494141,34.2705993652344
Indianapolis International Airport,-86.2944030761719,39.7173004150391
Falls International Airport,-93.4030990600586,48.5662002563477
Williamsport Regional Airport,-76.9210968017578,41.2417984008789
Kirksville Regional Airport,-92.5448989868164,40.0934982299805
Long Island Mac Arthur Airport,-73.10019684,40.79520035
Ithaca Tompkins Regional Airport,-76.4583969116211,42.4910011291504
Jackson Hole Airport,-110.737998962402,43.6072998046875
Jackson-Medgar Wiley Evers International Airport,-90.0758972168,32.3111991882
Jacksonville International Airport,-81.6878967285156,30.4941005706787
Jonesboro Municipal Airport,-90.6464004516602,35.8316993713379
John F Kennedy International Airport,-73.77890015,40.63980103
Joplin Regional Airport,-94.4982986450195,37.151798248291
Jamestown Regional Airport,-98.67819977,46.92969894
John Murtha Johnstown Cambria County Airport,-78.8339004516602,40.3161010742188
Capital City Airport,-84.58740234375,42.7787017822266
Laramie Regional Airport,-105.675003051758,41.3120994567871
McCarran International Airport,-115.1520004,36.08010101
Los Angeles International Airport,-118.4079971,33.94250107
Lubbock Preston Smith International Airport,-101.822998046875,33.6636009216309
Arnold Palmer Regional Airport,-79.40480042,40.27590179
North Platte Regional Airport Lee Bird Field,-100.6839981,41.12620163
Liberal Mid-America Regional Airport,-100.9599991,37.0442009
Lake Charles Regional Airport,-93.2232971191406,30.1261005401611
Lebanon Municipal Airport,-72.30419921875,43.6260986328125
Blue Grass Airport,-84.6059036254883,38.0364990234375
Lafayette Regional Airport,-91.98760223,30.20529938
La Guardia Airport,-73.87259674,40.77719879
Long Beach /Daugherty Field/ Airport,-118.1520004,33.81769943
Adams Field,-92.2242965698242,34.7294006347656
Klamath Falls Airport,-121.733001708984,42.1561012268066
Lincoln Airport,-96.7592010498047,40.851001739502
Lancaster Airport,-76.2960968017578,40.1217002868652
Laredo International Airport,-99.4616012573242,27.5438003540039
La Crosse Municipal Airport,-91.25669861,43.87900162
Lewiston Nez Perce County Airport,-117.014999389648,46.3745002746582
