date,account_id,account_region,daily_account_balance
2025-04-19,1007,Latin America,196372
2025-04-19,1008,Latin America,26605
2025-04-20,1001,North America,155688
2025-04-20,1002,North America,89126
2025-04-20,1003,Europe,221557
2025-04-20,1004,Europe,40767
2025-04-20,1005,Asia Pacific,314627
2025-04-20,1006,Asia Pacific,70264
2025-04-20,1007,Latin America,192505
2025-04-20,1008,Latin America,24427
2025-04-21,1001,North America,150926
2025-04-21,1002,North America,90490
2025-04-21,1003,Europe,223125
2025-04-21,1004,Europe,42710
2025-04-21,1005,Asia Pacific,313982
2025-04-21,1006,Asia Pacific,73443
2025-04-21,1007,Latin America,191616
2025-04-21,1008,Latin America,29062
2025-04-22,1001,North America,153229
2025-04-22,1002,North America,85659
2025-04-22,1003,Europe,223176
2025-04-22,1004,Europe,45517
2025-04-22,1005,Asia Pacific,313325
2025-04-22,1006,Asia Pacific,70794
2025-04-22,1007,Latin America,194110
2025-04-22,1008,Latin America,27916
2025-04-23,1001,North America,151528
2025-04-23,1002,North America,87144
2025-04-23,1003,Europe,222824
2025-04-23,1004,Europe,42196
2025-04-23,1005,Asia Pacific,311422
2025-04-23,1006,Asia Pacific,68767
2025-04-23,1007,Latin America,195677
2025-04-23,1008,Latin America,24465
2025-04-24,1001,North America,155025
2025-04-24,1002,North America,90192
2025-04-24,1003,Europe,224671
2025-04-24,1004,Europe,41163
2025-04-24,1005,Asia Pacific,316321
2025-04-24,1006,Asia Pacific,70255
2025-04-24,1007,Latin America,191726
2025-04-24,1008,Latin America,27457
2025-04-25,1001,North America,150802
2025-04-25,1002,North America,87647
2025-04-25,1003,Europe,223644
2025-04-25,1004,Europe,43250
2025-04-25,1005,Asia Pacific,311143
2025-04-25,1007,Latin America,193029
2025-04-25,1008,Latin America,55245
2025-04-26,1001,North America,153671
2025-04-26,1002,North America,90891
2025-04-26,1003,Europe,223079
2025-04-26,1004,Europe,40949
2025-04-26,1005,Asia Pacific,315532
2025-04-26,1007,Latin America,193678
2025-04-26,1008,Latin America,25281
2025-04-27,1001,North America,154767
2025-04-27,1002,North America,88699
2025-04-27,1003,Europe,223076
2025-04-27,1004,Europe,46026
2025-04-27,1005,Asia Pacific,315086
2025-04-27,1006,Asia Pacific,68590
2025-04-27,1007,Latin America,190910
2025-04-27,1008,Latin America,28767
2025-04-28,1001,North America,150959
2025-04-28,1002,North America,86248
2025-04-28,1003,Europe,223665
2025-04-28,1004,Europe,40922
2025-04-28,1005,Asia Pacific,314313
2025-04-28,1006,Asia Pacific,69562
2025-04-28,1007,Latin America,196541
2025-04-28,1008,Latin America,23790
2025-04-29,1002,North America,87562
2025-04-29,1003,Europe,222255
2025-04-29,1004,Europe,43494
2025-04-29,1005,Asia Pacific,311026
2025-04-29,1006,Asia Pacific,72400
2025-04-29,1007,Latin America,194235
2025-04-29,1008,Latin America,28560
2025-04-30,1002,North America,90623
2025-04-30,1003,Europe,224235
2025-04-30,1005,Asia Pacific,312105
2025-04-30,1006,Asia Pacific,71766
2025-04-30,1007,Latin America,193292
2025-04-30,1008,Latin America,23971
2025-05-01,1001,North America,157137
2025-05-01,1002,North America,92408
2025-05-01,1003,Europe,225753
2025-05-01,1004,Europe,41435
2025-05-01,1005,Asia Pacific,317051
2025-05-01,1006,Asia Pacific,71954
2025-05-01,1007,Latin America,194401
2025-05-01,1008,Latin America,28042
2025-05-02,1001,North America,156009
2025-05-02,1002,North America,92112
2025-05-02,1003,Europe,223062
2025-05-02,1004,Europe,45774
2025-05-02,1005,Asia Pacific,315082
2025-05-02,1006,Asia Pacific,71006
2025-05-02,1007,Latin America,192124
2025-05-02,1008,Latin America,25444
2025-05-03,1001,North America,152586
2025-05-03,1002,North America,89002
2025-05-03,1004,Europe,45810
2025-05-03,1005,Asia Pacific,314303
2025-05-03,1006,Asia Pacific,72607
2025-05-03,1007,Latin America,195198
2025-05-03,1008,Latin America,23042
2025-05-04,1001,North America,156207
2025-05-04,1002,North America,87360
2025-05-04,1003,Europe,225760
2025-05-04,1004,Europe,41133
2025-05-04,1005,Asia Pacific,312473
2025-05-04,1006,Asia Pacific,69336
2025-05-04,1007,Latin America,194163
2025-05-04,1008,Latin America,28918
2025-05-05,1001,North America,156935
2025-05-05,1002,North America,89172
2025-05-05,1003,Europe,226089
2025-05-05,1004,Europe,41954
2025-05-05,1005,Asia Pacific,313844
2025-05-05,1006,Asia Pacific,72138
2025-05-05,1007,Latin America,193676
2025-05-05,1008,Latin America,55904
2025-05-06,1001,North America,157291
2025-05-06,1002,North America,90530
2025-05-06,1003,Europe,224481
2025-05-06,1004,Europe,45316
2025-05-06,1005,Asia Pacific,317118
2025-05-06,1007,Latin America,194513
2025-05-06,1008,Latin America,27030
2025-05-07,1001,North America,153546
2025-05-07,1002,North America,89029
2025-05-07,1003,Europe,222604
2025-05-07,1004,Europe,44752
2025-05-07,1005,Asia Pacific,316666
2025-05-07,1007,Latin America,193486
2025-05-07,1008,Latin America,27334
2025-05-08,1001,North America,155275
2025-05-08,1002,North America,90830
2025-05-08,1003,Europe,226028
2025-05-08,1004,Europe,45757
2025-05-08,1005,Asia Pacific,314416
2025-05-08,1006,Asia Pacific,68952
2025-05-08,1007,Latin America,197247
2025-05-08,1008,Latin America,24259
2025-05-09,1001,North America,153484
2025-05-09,1002,North America,86958
2025-05-09,1003,Europe,222887
2025-05-09,1004,Europe,41846
2025-05-09,1005,Asia Pacific,312893
2025-05-09,1006,Asia Pacific,73601
2025-05-09,1007,Latin America,197430
2025-05-09,1008,Latin America,46992
2025-05-10,1001,North America,157556
2025-05-10,1002,North America,91182
2025-05-10,1003,Europe,222099
2025-05-10,1004,Europe,42190
2025-05-10,1005,Asia Pacific,317431
2025-05-10,1006,Asia Pacific,70817
2025-05-10,1007,Latin America,193622
2025-05-10,1008,Latin America,24852
2025-05-11,1001,North America,155365
2025-05-11,1002,North America,87637
2025-05-11,1003,Europe,227646
2025-05-11,1004,Europe,43464
2025-05-11,1005,Asia Pacific,314483
2025-05-11,1006,Asia Pacific,74137
2025-05-11,1007,Latin America,194925
2025-05-11,1008,Latin America,26066
2025-05-12,1001,North America,152390
2025-05-12,1002,North America,87824
2025-05-12,1003,Europe,197748
2025-05-12,1004,Europe,40519
2025-05-12,1005,Asia Pacific,313427
2025-05-12,1006,Asia Pacific,71295
2025-05-12,1007,Latin America,193303
2025-05-12,1008,Latin America,26508
2025-05-13,1001,North America,153059
2025-05-13,1002,North America,67756
2025-05-13,1003,Europe,227428
2025-05-13,1004,Europe,43706
2025-05-13,1005,Asia Pacific,314811
2025-05-13,1006,Asia Pacific,72453
2025-05-13,1007,Latin America,191849
2025-05-13,1008,Latin America,27394
2025-05-14,1001,North America,157672
2025-05-14,1002,North America,73034
2025-05-14,1003,Europe,222513
2025-05-14,1004,Europe,44314
2025-05-14,1005,Asia Pacific,314891
2025-05-14,1006,Asia Pacific,74008
2025-05-14,1007,Latin America,195827
2025-05-14,1008,Latin America,23890
2025-05-15,1001,North America,152516
2025-05-15,1002,North America,89600
2025-05-15,1004,Europe,43851
2025-05-15,1005,Asia Pacific,316472
2025-05-15,1006,Asia Pacific,69966
2025-05-15,1007,Latin America,193376
2025-05-15,1008,Latin America,28376
2025-05-16,1001,North America,153258
2025-05-16,1002,North America,90882
2025-05-16,1003,Europe,222177
2025-05-16,1004,Europe,45556
2025-05-16,1005,Asia Pacific,311988
2025-05-16,1006,Asia Pacific,70177
2025-05-16,1007,Latin America,192959
2025-05-16,1008,Latin America,24325
2025-05-17,1001,North America,156371
2025-05-17,1002,North America,90598
2025-05-17,1003,Europe,227198
2025-05-17,1004,Europe,42394
2025-05-17,1005,Asia Pacific,317101
2025-05-17,1006,Asia Pacific,73203
2025-05-17,1007,Latin America,192828
2025-05-17,1008,Latin America,11555
2025-05-18,1001,North America,153664
2025-05-18,1003,Europe,221984
2025-05-18,1004,Europe,43015
2025-05-18,1005,Asia Pacific,313673
2025-05-18,1006,Asia Pacific,73347
2025-05-18,1007,Latin America,196654
2025-05-18,1008,Latin America,23906
2025-05-19,1001,North America,155139
2025-05-19,1002,North America,87059
2025-05-19,1003,Europe,224357
2025-05-19,1004,Europe,45678
2025-05-19,1005,Asia Pacific,315588
2025-05-19,1006,Asia Pacific,68808
2025-05-19,1007,Latin America,193474
2025-05-19,1008,Latin America,23329
2025-05-20,1001,North America,156962
2025-05-20,1002,North America,87996
2025-05-20,1003,Europe,223519
2025-05-20,1004,Europe,40537
2025-05-20,1005,Asia Pacific,317544
2025-05-20,1006,Asia Pacific,73885
2025-05-20,1007,Latin America,192440
2025-05-20,1008,Latin America,26449
2025-05-21,1001,North America,129391
2025-05-21,1002,North America,90014
2025-05-21,1004,Europe,43750
2025-05-21,1005,Asia Pacific,312207
2025-05-21,1006,Asia Pacific,100171
2025-05-21,1007,Latin America,195626
2025-05-21,1008,Latin America,23258
2025-05-22,1001,North America,131181
2025-05-22,1002,North America,90651
2025-05-22,1004,Europe,43200
2025-05-22,1005,Asia Pacific,315313
2025-05-22,1006,Asia Pacific,71038
2025-05-22,1007,Latin America,197711
2025-05-22,1008,Latin America,24630
2025-05-23,1001,North America,156597
2025-05-23,1002,North America,88848
2025-05-23,1003,Europe,223377
2025-05-23,1004,Europe,42362
2025-05-23,1005,Asia Pacific,313022
2025-05-23,1006,Asia Pacific,74370
2025-05-23,1007,Latin America,195273
2025-05-23,1008,Latin America,28449
2025-05-24,1001,North America,152394
2025-05-24,1002,North America,86903
2025-05-24,1003,Europe,226160
2025-05-24,1004,Europe,40630
2025-05-24,1005,Asia Pacific,314814
2025-05-24,1006,Asia Pacific,71678
2025-05-24,1007,Latin America,193839
2025-05-24,1008,Latin America,23973
2025-05-25,1001,North America,155919
2025-05-25,1002,North America,92654
2025-05-25,1003,Europe,225413
2025-05-25,1004,Europe,42260
2025-05-25,1005,Asia Pacific,316446
2025-05-25,1006,Asia Pacific,70542
2025-05-25,1007,Latin America,196522
2025-05-25,1008,Latin America,27506
2025-05-26,1001,North America,157418
2025-05-26,1003,Europe,224033
2025-05-26,1004,Europe,41212
2025-05-26,1005,Asia Pacific,317686
2025-05-26,1006,Asia Pacific,72980
2025-05-26,1007,Latin America,197006
2025-05-26,1008,Latin America,28584
2025-05-27,1001,North America,152508
2025-05-27,1002,North America,90428
2025-05-27,1003,Europe,224041
2025-05-27,1004,Europe,41673
2025-05-27,1005,Asia Pacific,315516
2025-05-27,1006,Asia Pacific,70122
2025-05-27,1007,Latin America,195741
2025-05-27,1008,Latin America,25661
2025-05-28,1001,North America,155385
2025-05-28,1002,North America,87074
2025-05-28,1003,Europe,226903
2025-05-28,1004,Europe,45138
2025-05-28,1005,Asia Pacific,315848
2025-05-28,1006,Asia Pacific,73412
2025-05-28,1007,Latin America,194745
2025-05-28,1008,Latin America,26275
2025-05-29,1001,North America,157212
2025-05-29,1002,North America,87569
2025-05-29,1003,Europe,222638
2025-05-29,1004,Europe,43412
2025-05-29,1005,Asia Pacific,317645
2025-05-29,1006,Asia Pacific,69534
2025-05-29,1007,Latin America,193174
2025-05-30,1001,North America,153080
2025-05-30,1002,North America,88507
2025-05-30,1003,Europe,224669
2025-05-30,1004,Europe,44435
2025-05-30,1005,Asia Pacific,313980
2025-05-30,1006,Asia Pacific,69807
2025-05-30,1007,Latin America,195262
2025-05-30,1008,Latin America,26185
2025-05-31,1003,Europe,224020
2025-05-31,1004,Europe,43882
2025-05-31,1005,Asia Pacific,315848
2025-05-31,1006,Asia Pacific,74739
2025-05-31,1007,Latin America,195350
2025-05-31,1008,Latin America,23883
2025-06-01,1001,North America,157470
2025-06-01,1002,North America,90646
2025-06-01,1003,Europe,228770
2025-06-01,1004,Europe,43136
2025-06-01,1005,Asia Pacific,316533
2025-06-01,1006,Asia Pacific,72289
2025-06-01,1007,Latin America,226948
2025-06-01,1008,Latin America,23533
2025-06-02,1001,North America,158194
2025-06-02,1002,North America,93965
2025-06-02,1003,Europe,227702
2025-06-02,1004,Europe,39675
2025-06-02,1005,Asia Pacific,317915
2025-06-02,1006,Asia Pacific,71727
2025-06-02,1007,Latin America,196501
2025-06-02,1008,Latin America,11596
2025-06-03,1001,North America,158548
2025-06-03,1002,North America,92502
2025-06-03,1003,Europe,223583
2025-06-03,1004,Europe,40015
2025-06-03,1005,Asia Pacific,315318
2025-06-03,1006,Asia Pacific,72607
2025-06-03,1007,Latin America,195459
2025-06-03,1008,Latin America,22926
2025-06-04,1001,North America,158974
2025-06-04,1002,North America,90075
2025-06-04,1003,Europe,225774
2025-06-04,1004,Europe,41403
2025-06-04,1005,Asia Pacific,314551
2025-06-04,1006,Asia Pacific,72806
2025-06-04,1007,Latin America,194251
2025-06-04,1008,Latin America,25302
2025-06-05,1001,North America,153091
2025-06-05,1002,North America,90447
2025-06-05,1003,Europe,223415
2025-06-05,1004,Europe,43756
2025-06-05,1005,Asia Pacific,316346
2025-06-05,1006,Asia Pacific,75797
2025-06-05,1007,Latin America,194439
2025-06-05,1008,Latin America,27391
2025-06-06,1001,North America,157547
2025-06-06,1002,North America,88426
2025-06-06,1003,Europe,226856
2025-06-06,1004,Europe,42872
2025-06-06,1005,Asia Pacific,313235
2025-06-06,1006,Asia Pacific,72014
2025-06-06,1007,Latin America,196798
2025-06-06,1008,Latin America,26058
2025-06-07,1001,North America,183342
2025-06-07,1002,North America,89784
2025-06-07,1003,Europe,223413
2025-06-07,1004,Europe,44871
2025-06-07,1005,Asia Pacific,315144
2025-06-07,1008,Latin America,24811
2025-06-08,1001,North America,157400
2025-06-08,1002,North America,89933
2025-06-08,1003,Europe,223440
2025-06-08,1004,Europe,42173
2025-06-08,1005,Asia Pacific,316694
2025-06-08,1006,Asia Pacific,72634
2025-06-08,1007,Latin America,195320
2025-06-08,1008,Latin America,26013
2025-06-09,1001,North America,153697
2025-06-09,1002,North America,110658
2025-06-09,1003,Europe,226210
2025-06-09,1004,Europe,44954
2025-06-09,1005,Asia Pacific,316028
2025-06-09,1006,Asia Pacific,73766
2025-06-09,1007,Latin America,197964
2025-06-09,1008,Latin America,23749
2025-06-10,1001,North America,158946
2025-06-10,1002,North America,92789
2025-06-10,1003,Europe,227883
2025-06-10,1004,Europe,43993
2025-06-10,1005,Asia Pacific,318302
2025-06-10,1006,Asia Pacific,57690
2025-06-10,1007,Latin America,195729
2025-06-10,1008,Latin America,24030
2025-06-11,1001,North America,156380
2025-06-11,1002,North America,64991
2025-06-11,1003,Europe,228156
2025-06-11,1004,Europe,41991
2025-06-11,1005,Asia Pacific,313084
2025-06-11,1006,Asia Pacific,75295
2025-06-11,1007,Latin America,196844
2025-06-11,1008,Latin America,23442
2025-06-12,1001,North America,157198
2025-06-12,1002,North America,92760
2025-06-12,1003,Europe,228729
2025-06-12,1004,Europe,42010
2025-06-12,1005,Asia Pacific,315648
2025-06-12,1006,Asia Pacific,74987
2025-06-12,1007,Latin America,214553
2025-06-12,1008,Latin America,28242
2025-06-13,1001,North America,154507
2025-06-13,1002,North America,91893
2025-06-13,1003,Europe,225913
2025-06-13,1004,Europe,41629
2025-06-13,1005,Asia Pacific,316256
2025-06-13,1006,Asia Pacific,70078
2025-06-13,1007,Latin America,197025
2025-06-13,1008,Latin America,26015
2025-06-14,1001,North America,155070
2025-06-14,1002,North America,89269
2025-06-14,1003,Europe,224623
2025-06-14,1004,Europe,42546
2025-06-14,1005,Asia Pacific,318843
2025-06-14,1006,Asia Pacific,73384
2025-06-14,1008,Latin America,28287
2025-06-15,1001,North America,154485
2025-06-15,1002,North America,88733
2025-06-15,1003,Europe,228495
2025-06-15,1004,Europe,39887
2025-06-15,1005,Asia Pacific,316467
2025-06-15,1006,Asia Pacific,75705
2025-06-15,1007,Latin America,196406
2025-06-15,1008,Latin America,23344
2025-06-16,1001,North America,157647
2025-06-16,1002,North America,92095
2025-06-16,1003,Europe,223643
2025-06-16,1004,Europe,41829
2025-06-16,1006,Asia Pacific,73217
2025-06-16,1007,Latin America,196056
2025-06-16,1008,Latin America,26615
2025-06-17,1001,North America,157496
2025-06-17,1002,North America,93067
2025-06-17,1003,Europe,226814
2025-06-17,1004,Europe,40862
2025-06-17,1005,Asia Pacific,315099
2025-06-17,1006,Asia Pacific,75317
2025-06-17,1007,Latin America,195521
2025-06-17,1008,Latin America,24045
2025-06-18,1001,North America,157502
2025-06-18,1002,North America,93121
2025-06-18,1003,Europe,223761
2025-06-18,1004,Europe,40817
2025-06-18,1005,Asia Pacific,317562
2025-06-18,1006,Asia Pacific,74412
2025-06-18,1007,Latin America,197819
2025-06-18,1008,Latin America,27343
2025-06-19,1001,North America,158502
2025-06-19,1002,North America,90912
2025-06-19,1003,Europe,228722
2025-06-19,1004,Europe,41836
2025-06-19,1005,Asia Pacific,315726
2025-06-19,1006,Asia Pacific,75501
2025-06-19,1007,Latin America,193318
2025-06-19,1008,Latin America,23718
2025-06-20,1001,North America,153804
2025-06-20,1002,North America,93745
2025-06-20,1003,Europe,226732
2025-06-20,1005,Asia Pacific,316857
2025-06-20,1006,Asia Pacific,71011
2025-06-20,1007,Latin America,194019
2025-06-20,1008,Latin America,23583
2025-06-21,1001,North America,157756
2025-06-21,1002,North America,88879
2025-06-21,1003,Europe,228279
2025-06-21,1005,Asia Pacific,317967
2025-06-21,1006,Asia Pacific,73083
2025-06-21,1007,Latin America,197633
2025-06-21,1008,Latin America,24743
2025-06-22,1001,North America,155710
2025-06-22,1002,North America,89906
2025-06-22,1003,Europe,226812
2025-06-22,1004,Europe,40936
2025-06-22,1005,Asia Pacific,317900
2025-06-22,1006,Asia Pacific,72932
2025-06-22,1007,Latin America,196574
2025-06-22,1008,Latin America,23697
2025-06-23,1001,North America,158499
2025-06-23,1002,North America,92574
2025-06-23,1003,Europe,224833
2025-06-23,1004,Europe,45175
2025-06-23,1005,Asia Pacific,343372
2025-06-23,1006,Asia Pacific,75710
2025-06-23,1007,Latin America,198916
2025-06-23,1008,Latin America,27550
2025-06-24,1001,North America,153819
2025-06-24,1002,North America,90845
2025-06-24,1003,Europe,228053
2025-06-24,1004,Europe,40757
2025-06-24,1005,Asia Pacific,315478
2025-06-24,1006,Asia Pacific,71022
2025-06-24,1008,Latin America,22917
2025-06-25,1001,North America,153571
2025-06-25,1002,North America,91593
2025-06-25,1003,Europe,225977
2025-06-25,1004,Europe,40457
2025-06-25,1005,Asia Pacific,318498
2025-06-25,1006,Asia Pacific,71580
2025-06-25,1008,Latin America,26800
2025-06-26,1001,North America,155603
2025-06-26,1002,North America,88174
2025-06-26,1003,Europe,228731
2025-06-26,1004,Europe,42093
2025-06-26,1005,Asia Pacific,317583
2025-06-26,1006,Asia Pacific,71814
2025-06-26,1007,Latin America,198809
2025-06-26,1008,Latin America,27688
2025-06-27,1001,North America,155689
2025-06-27,1002,North America,90934
2025-06-27,1003,Europe,225706
2025-06-27,1004,Europe,43111
2025-06-27,1005,Asia Pacific,314469
2025-06-27,1006,Asia Pacific,72303
2025-06-27,1007,Latin America,198640
2025-06-27,1008,Latin America,24316
2025-06-28,1001,North America,155504
2025-06-28,1002,North America,90053
2025-06-28,1003,Europe,225660
2025-06-28,1004,Europe,41011
2025-06-28,1005,Asia Pacific,317126
2025-06-28,1006,Asia Pacific,75809
2025-06-28,1007,Latin America,193472
2025-06-28,1008,Latin America,26425
2025-06-29,1001,North America,154248
2025-06-29,1002,North America,91975
2025-06-29,1003,Europe,223247
2025-06-29,1004,Europe,45292
2025-06-29,1005,Asia Pacific,315778
2025-06-29,1006,Asia Pacific,70737
2025-06-29,1007,Latin America,196473
2025-06-29,1008,Latin America,25998
2025-06-30,1001,North America,155985
2025-06-30,1003,Europe,223924
2025-06-30,1004,Europe,42096
2025-06-30,1005,Asia Pacific,314080
2025-06-30,1006,Asia Pacific,75121
2025-06-30,1007,Latin America,194985
2025-07-01,1001,North America,157708
2025-07-01,1002,North America,94910
2025-07-01,1003,Europe,227978
2025-07-01,1004,Europe,40211
2025-07-01,1005,Asia Pacific,320018
2025-07-01,1006,Asia Pacific,77080
2025-07-01,1007,Latin America,197160
2025-07-01,1008,Latin America,24978
2025-07-02,1001,North America,156765
2025-07-02,1002,North America,93842
2025-07-02,1003,Europe,226512
2025-07-02,1004,Europe,43422
2025-07-02,1005,Asia Pacific,315361
2025-07-02,1006,Asia Pacific,75245
2025-07-02,1007,Latin America,199741
2025-07-02,1008,Latin America,24875
2025-07-03,1001,North America,156014
2025-07-03,1003,Europe,229151
2025-07-03,1004,Europe,43371
2025-07-03,1005,Asia Pacific,316766
2025-07-03,1006,Asia Pacific,71501
2025-07-03,1007,Latin America,199653
2025-07-03,1008,Latin America,24023
2025-07-04,1001,North America,159449
2025-07-04,1002,North America,92048
2025-07-04,1003,Europe,228361
2025-07-04,1004,Europe,39204
2025-07-04,1005,Asia Pacific,315247
2025-07-04,1006,Asia Pacific,76967
2025-07-04,1007,Latin America,196340
2025-07-04,1008,Latin America,22389
2025-07-05,1001,North America,157144
2025-07-05,1002,North America,93037
2025-07-05,1003,Europe,230051
2025-07-05,1004,Europe,43091
2025-07-05,1005,Asia Pacific,316501
2025-07-05,1006,Asia Pacific,102912
2025-07-05,1007,Latin America,199779
2025-07-05,1008,Latin America,22004
2025-07-06,1001,North America,156916
2025-07-06,1002,North America,94104
2025-07-06,1003,Europe,226869
2025-07-06,1004,Europe,42752
2025-07-06,1005,Asia Pacific,317723
2025-07-06,1006,Asia Pacific,72108
2025-07-06,1007,Latin America,196226
2025-07-06,1008,Latin America,24634
2025-07-07,1001,North America,157991
2025-07-07,1002,North America,93742
2025-07-07,1003,Europe,224781
2025-07-07,1004,Europe,60278
2025-07-07,1006,Asia Pacific,75862
2025-07-07,1008,Latin America,25867
2025-07-08,1001,North America,156702
2025-07-08,1002,North America,93551
2025-07-08,1003,Europe,228564
2025-07-08,1004,Europe,44302
2025-07-08,1006,Asia Pacific,72596
2025-07-08,1007,Latin America,199628
2025-07-08,1008,Latin America,26968
2025-07-09,1001,North America,155091
2025-07-09,1002,North America,91622
2025-07-09,1003,Europe,229037
2025-07-09,1004,Europe,42882
2025-07-09,1005,Asia Pacific,316356
2025-07-09,1006,Asia Pacific,76605
2025-07-09,1007,Latin America,194301
2025-07-09,1008,Latin America,23514
2025-07-10,1001,North America,159169
2025-07-10,1002,North America,93636
2025-07-10,1003,Europe,229286
2025-07-10,1004,Europe,43699
2025-07-10,1005,Asia Pacific,316360
2025-07-10,1006,Asia Pacific,76706
2025-07-10,1007,Latin America,194956
2025-07-10,1008,Latin America,26024
2025-07-11,1001,North America,156498
2025-07-11,1002,North America,89205
2025-07-11,1003,Europe,225502
2025-07-11,1004,Europe,43630
2025-07-11,1005,Asia Pacific,317769
2025-07-11,1006,Asia Pacific,75829
2025-07-11,1007,Latin America,197348
2025-07-11,1008,Latin America,24493
2025-07-12,1001,North America,155346
2025-07-12,1002,North America,93344
2025-07-12,1003,Europe,227344
2025-07-12,1004,Europe,42621
2025-07-12,1005,Asia Pacific,316784
2025-07-12,1006,Asia Pacific,76018
2025-07-12,1007,Latin America,199001
2025-07-12,1008,Latin America,12480
2025-07-13,1001,North America,155809
2025-07-13,1002,North America,90719
2025-07-13,1003,Europe,225905
2025-07-13,1004,Europe,39920
2025-07-13,1005,Asia Pacific,318224
2025-07-13,1006,Asia Pacific,71732
2025-07-13,1008,Latin America,24713
2025-07-14,1001,North America,159333
2025-07-14,1002,North America,94276
2025-07-14,1003,Europe,229041
2025-07-14,1004,Europe,39328
2025-07-14,1005,Asia Pacific,315439
2025-07-14,1006,Asia Pacific,75868
2025-07-14,1007,Latin America,194858
2025-07-14,1008,Latin America,24960
2025-07-15,1001,North America,154817
2025-07-15,1002,North America,94280
2025-07-15,1003,Europe,227766
2025-07-15,1004,Europe,43513
2025-07-15,1005,Asia Pacific,319585
2025-07-15,1006,Asia Pacific,75485
2025-07-15,1007,Latin America,195746
2025-07-15,1008,Latin America,26824
2025-07-16,1001,North America,158354
2025-07-16,1002,North America,95106
2025-07-16,1003,Europe,227003
2025-07-16,1004,Europe,39203
2025-07-16,1005,Asia Pacific,317804
2025-07-16,1006,Asia Pacific,73447
2025-07-16,1007,Latin America,195558
2025-07-16,1008,Latin America,25044
2025-07-17,1001,North America,158966
2025-07-17,1002,North America,93615
2025-07-17,1003,Europe,226134
2025-07-17,1004,Europe,40805
2025-07-17,1005,Asia Pacific,315417
2025-07-17,1006,Asia Pacific,76754
2025-07-17,1007,Latin America,196271
2025-07-17,1008,Latin America,24260
2025-07-18,1001,North America,159033
2025-07-18,1002,North America,90755
2025-07-18,1003,Europe,229685
2025-07-18,1004,Europe,39757
2025-07-18,1005,Asia Pacific,315700
2025-07-18,1006,Asia Pacific,76876
2025-07-18,1007,Latin America,198301
2025-07-18,1008,Latin America,25146
2025-07-19,1001,North America,154500
2025-07-19,1002,North America,93275
2025-07-19,1003,Europe,230031
2025-07-19,1004,Europe,43981
2025-07-19,1005,Asia Pacific,316331
2025-07-19,1006,Asia Pacific,76233
2025-07-19,1007,Latin America,199594
2025-07-19,1008,Latin America,22871
2025-07-20,1001,North America,158652
2025-07-20,1002,North America,90462
2025-07-20,1003,Europe,228186
2025-07-20,1004,Europe,43779
2025-07-20,1005,Asia Pacific,318026
2025-07-20,1006,Asia Pacific,75788
2025-07-20,1007,Latin America,199001
2025-07-20,1008,Latin America,26930
2025-07-21,1001,North America,158621
2025-07-21,1002,North America,91842
2025-07-21,1003,Europe,229083
2025-07-21,1004,Europe,41276
2025-07-21,1005,Asia Pacific,318254
2025-07-21,1006,Asia Pacific,71216
2025-07-21,1007,Latin America,197571
2025-07-21,1008,Latin America,26805
2025-07-22,1001,North America,155417
2025-07-22,1002,North America,91838
2025-07-22,1003,Europe,228747
2025-07-22,1004,Europe,39684
2025-07-22,1005,Asia Pacific,317120
2025-07-22,1006,Asia Pacific,76450
2025-07-22,1007,Latin America,200160
2025-07-22,1008,Latin America,27360
2025-07-23,1001,North America,156029
2025-07-23,1002,North America,93486
2025-07-23,1003,Europe,227847
2025-07-23,1004,Europe,42649
2025-07-23,1006,Asia Pacific,76525
2025-07-23,1007,Latin America,195095
2025-07-23,1008,Latin America,23580
2025-07-24,1001,North America,159030
2025-07-24,1002,North America,89558
2025-07-24,1003,Europe,227524
2025-07-24,1004,Europe,39715
2025-07-24,1006,Asia Pacific,73846
2025-07-24,1007,Latin America,197021
2025-07-25,1001,North America,156583
2025-07-25,1002,North America,90263
2025-07-25,1003,Europe,225090
2025-07-25,1004,Europe,42231
2025-07-25,1006,Asia Pacific,74533
2025-07-25,1007,Latin America,196403
2025-07-26,1001,North America,158305
2025-07-26,1002,North America,89456
2025-07-26,1003,Europe,229085
2025-07-26,1004,Europe,41603
2025-07-26,1005,Asia Pacific,318794
2025-07-26,1006,Asia Pacific,76771
2025-07-26,1007,Latin America,197460
2025-07-26,1008,Latin America,22808
2025-07-27,1001,North America,157450
2025-07-27,1002,North America,93176
2025-07-27,1003,Europe,227304
2025-07-27,1004,Europe,43190
2025-07-27,1005,Asia Pacific,318238
2025-07-27,1007,Latin America,194252
2025-07-27,1008,Latin America,26477
2025-07-28,1001,North America,154286
2025-07-28,1002,North America,89460
2025-07-28,1003,Europe,229483
2025-07-28,1004,Europe,44462
2025-07-28,1005,Asia Pacific,320096
2025-07-28,1007,Latin America,173228
2025-07-28,1008,Latin America,24469
2025-07-29,1001,North America,159230
2025-07-29,1002,North America,92383
2025-07-29,1003,Europe,224941
2025-07-29,1004,Europe,40211
2025-07-29,1005,Asia Pacific,315212
2025-07-29,1006,Asia Pacific,75259
2025-07-29,1007,Latin America,199904
2025-07-29,1008,Latin America,23654
2025-07-30,1001,North America,158411
2025-07-30,1002,North America,93507
2025-07-30,1003,Europe,225338
2025-07-30,1004,Europe,42503
2025-07-30,1005,Asia Pacific,315868
